,Champion,Tags,Key,Image,Lore,Ally Tips,Enemy Tips
Tryndamere,Tryndamere,"['Fighter', 'Assassin']",23,"{'full': 'Tryndamere.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 144, 'y': 0, 'w': 48, 'h': 48}","Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the annihilation of his clan, though more recently he has found companionship with Ashe, the Avarosan warmother, and a home with her people. His almost inhuman strength and fortitude is legendary, and has delivered him and his new allies countless victories against the greatest of odds.","['Delaying the activation of Undying Rage is a very effective way to make an enemy champion over-commit to trying to kill you.', 'Bloodlust is an excellent way to heal Tryndamere. Try not to let it fade off before you activate it.', ""If the enemy is stacking Armor, try building items like Last Whisper or Youmuu's Ghostblade.""]","[""Try harassing Tryndamere early so he can't kill minions and heal with Bloodlust."", 'Remember, Tryndamere can only slow you if you are facing away from him.', ""Most of Tryndamere's damage is physical. If he's getting too strong, consider buying a Thornmail.""]"
Ivern,Ivern,"['Support', 'Mage']",427,"{'full': 'Ivern.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 48, 'y': 48, 'w': 48, 'h': 48}","Ivern Bramblefoot, known to many as the Green Father, is a peculiar half man, half tree who roams Runeterra's forests, cultivating life everywhere he goes. He knows the secrets of the natural world, and holds deep friendships with all things that grow, fly, and scuttle. Ivern wanders the wilderness, imparting strange wisdom to any he meets, enriching the forests, and occasionally entrusting loose-lipped butterflies with his secrets.","['Try to help allies follow up a good Rootcaller hit with Triggerseed!', 'Use Brushmaker to set up future ambush spots!', 'Daisy can block skillshots and slow down enemies. Use her to peel for your teammates!']","['Ivern can be deceptively slippery. Be careful chasing him too far.', ""Ivern's brush has a long duration. Watch out for ambushes!"", 'Be careful when fighting Ivern alone if he has Daisy ready to help!']"
Xerath,Xerath,['Mage'],101,"{'full': 'Xerath.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 384, 'y': 48, 'w': 48, 'h': 48}","Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven insane with power, he now seeks to take what he believes is rightfully his and replace the upstart civilizations of the world with one fashioned in his image.","[""It's easier to land Arcanopulse on an enemy when they're moving toward or away from you, rather than side to side."", 'Eye of Destruction will make landing Arcanopulse easier as the target will be slowed.', 'If you stun an enemy with Shocking Orb, follow up with a guaranteed center hit on Eye of Destruction.']","[""Xerath's range can be intimidating, but most champions who close distance with him can trade favorably."", 'Xerath takes a long time to engage Rite of the Arcane. Watch for his spellcast animation and start dodging.', ""Banshee's Veil will make it much harder for Xerath to land Shocking Orb on you.""]"
Thresh,Thresh,"['Support', 'Fighter']",412,"{'full': 'Thresh.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}","Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with slow, excruciating inventiveness. His victims suffer far beyond their brief mortal coil as Thresh wreaks agony upon their souls, imprisoning them in his unholy lantern to torture for all eternity.","[""Communication is key when making use of Thresh's lantern. Let your teammates know how you like to use it."", 'Death Sentence and Flay can be combined in either cast order for powerful combinations.', 'Thresh can collect souls without needing to kill units himself. Planning your map position to be near the most deaths will help to maximize soul collection.']","[""Thresh's Death Sentence has a long cast time. Watch for the cast to begin to take evasive actions."", 'Intentionally breaking a wall of The Box can allow a vulnerable ally to escape unscathed.', 'Thresh relies on collecting souls for a portion of his defense and damage. Try punishing him when he moves to collect them.']"
Talon,Talon,['Assassin'],91,"{'full': 'Talon.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 336, 'y': 96, 'w': 48, 'h': 48}","Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive. Adopted by the notorious Du Couteau family, he now plies his deadly trade at the empire's command, assassinating enemy leaders, captains, and heroes… as well as any Noxian foolish enough to earn the scorn of their masters.","[""You can use Assassin's Path to get behind the enemy and set up for Noxian Diplomacy's melee attack."", 'Shadow Assault is a powerful escape tool, but can also be offensively used to assault a group.', ""Remember to pick your target before the fight. Focusing all of Talon's abilities on one target can be very rewarding, but splitting them up between many may leave you helpless.""]","[""Talon's attacks are all physical damage. Build armor early to counter his burst damage."", ""Talon is heavily reliant on Shadow Assault to escape a fight. When it is down he's significantly more vulnerable."", 'Talon has unrivaled roaming ability. Make sure to keep track of his position or force him to stay in lane by pushing aggressively.']"
Ryze,Ryze,"['Mage', 'Fighter']",13,"{'full': 'Ryze.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 432, 'y': 0, 'w': 48, 'h': 48}","Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments of the raw magic that once shaped the world from nothingness. He must retrieve these artifacts before they fall into the wrong hands, for Ryze understands the horrors they could unleash on Runeterra.","[""Use Overload's passive to optimize for maximum damage or maximum speed."", ""Spell Flux's short cooldown allows it to be used to spread Flux to many enemies."", 'Ryze can move and cast other spells while Realm Warp is charging without cancelling the portal.']","['Ryze is especially dangerous to opponents that are marked with Flux.', ""Use Realm Warp's windup time to figure out how to deal with what may be coming out of the portal."", ""Crowd controlling Ryze during Realm Warp's windup will cancel the portal.""]"
Viktor,Viktor,['Mage'],112,"{'full': 'Viktor.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 144, 'y': 48, 'w': 48, 'h': 48}","The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology can humanity's full potential be realized. With a body augmented by steel and science, Viktor is zealous in his pursuit of this bright future.","[""Death Ray is a powerful poke and a strong area of denial tool. Use it in combination with Gravity Field to control your enemy's position."", 'Make sure you choose the right augment at the right time.']","[""Be careful about how close you let Viktor get to you. Viktor's control of the battlefield increases with his proximity to his opponent."", 'Be aware of how many augments Viktor has upgraded by looking at the color of the light on his staff (purple, yellow, blue, red).']"
Fiora,Fiora,"['Fighter', 'Assassin']",114,"{'full': 'Fiora.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}","The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in the wake of a scandal that nearly destroyed them. House Laurent's reputation was sundered, but Fiora bends her every effort to restore her family's honor and return them to their rightful place among the great and good of Demacia.","[""Thanks to Duelist's Dance, Fiora excels at quick trades. Use the movement speed boost from striking a Vital to escape unscathed or set up for the next one."", ""Grand Challenge allows Fiora to take down even the most durable opponents and then recover if successful, so do not hesitate to attack the enemy's front line.""]","[""Duelist's Dance shows you where Fiora will try to attack from, so be ready to punish her when she tries."", 'Be careful when casting immobilizing disables on Fiora. If her Riposte is available, she can turn their power against you.']"
Azir,Azir,"['Mage', 'Marksman']",268,"{'full': 'Azir.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 0, 'y': 48, 'w': 48, 'h': 48}","Azir was a mortal emperor of Shurima in a far distant age, a proud man who stood at the cusp of immortality. His hubris saw him betrayed and murdered at the moment of his greatest triumph, but now, millennia later, he has been reborn as an Ascended being of immense power. With his buried city risen from the sand, Azir seeks to restore Shurima to its former glory.","[""Be careful about putting down both of the soldiers stored by Arise! Unless you're going all-in, always have a soldier in your back pocket if you need to escape over a wall or if you misposition your other soldier and need damage now."", ""In the lane, try to position your soldiers between the enemy's minions and the enemy champion. This way you can use them both to last hit and to project threat onto your lane opponent."", ""Think of Emperor's Divide as a defensive ability first and foremost. Use it when the enemy engages on you or your allies. Remember that your team can walk through the soldiers summoned by Emperor's Divide and use this to your advantage when enemy melee champions engage on you."", 'Be a bird!']","['Azir relies on his soldiers to deal damage and can only move them so often. Try to capitalize on windows of time when his soldiers are stationary.', 'Azir has immense damage over a prolonged amount of time but lacks the upfront burst of other mages. Try to burst him out before he can turn a confrontation around.', ""Try to think of Sand Soldiers as fire. Don't stand in the fire.""]"
Zoe,Zoe,"['Mage', 'Support']",142,"{'full': 'Zoe.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 384, 'y': 96, 'w': 48, 'h': 48}","As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without conscious effort or malice. This perhaps explains the breezy nonchalance with which Zoe approaches her duties, giving her plenty of time to focus on playing games, tricking mortals, or otherwise amusing herself. An encounter with Zoe can be joyous and life affirming, but it is always more than it appears and often extremely dangerous.","['Paddle Star deals more damage the further it has flown. Casting it behind yourself before redirecting can deal tons of damage.', 'Break Sleep with your biggest damage source, since enemies who are asleep take double damage.', 'Sleepy Trouble Bubble travels further over walls. Find a hiding spot to set up for a long distance kill.']","[""Zoe's Paddle Star deals more damage the further it has flown."", 'Zoe must return to her starting point after casting Portal Jump, making her vulnerable to a counterattack.', 'Sleepy Trouble Bubble travels further over walls. Stop Zoe from hiding in fog of war to prevent her from setting the spell up.']"
Jax,Jax,"['Fighter', 'Assassin']",24,"{'full': 'Jax.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 192, 'y': 48, 'w': 48, 'h': 48}","Unmatched in both his skill with unique armaments and his biting sarcasm, Jax is the last known weapons master of Icathia. After his homeland was laid low by its own hubris in unleashing the Void, Jax and his kind vowed to protect what little remained. As magic now rises in the world, this slumbering threat stirs once more, and Jax roams Valoran, wielding the last light of Icathia and testing all warriors he meets to see if any are strong enough to stand beside him...","['Jax can Leap Strike to friendly units, including wards. You can use them to plan your escape.', ""Jax benefits greatly from items that have both Ability Power and Attack Damage such as Guinsoo's Rageblade and Hextech Gunblade.""]","['Try to engage him in short bursts instead of going toe-to-toe with him. Preventing him from attacking consecutively drastically lowers his damage output.', 'Jax can dodge all incoming attacks for a very short amount of time and stuns enemies in melee range when it ends. Wait to strike him until after his dodge is finished.']"
Rengar,Rengar,"['Assassin', 'Fighter']",107,"{'full': 'Rengar.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 288, 'y': 0, 'w': 48, 'h': 48}","Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who scratched out his eye. Rengar stalks his prey neither for food nor glory, but for the sheer beauty of the pursuit.","[""Use Rengar's ultimate to find and assassinate high priority targets in team fights and skirmishes."", ""A lot of Rengar's power comes from empowered abilities he uses at the right moment - choose wisely!"", ""Make sure to take paths through brush when chasing opponents to take advantage of Rengar's passive.""]","[""Rengar gains an empowered ability when his resource bar is full. Try to confront him when it's low."", ""Rengar's passive enables him to leap out of brush, so avoid fighting him when near bushes."", 'Rengar puts an indicator over the nearest enemy champion when he is camouflaged during his ultimate.']"
Taliyah,Taliyah,"['Mage', 'Support']",163,"{'full': 'Taliyah.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 288, 'y': 96, 'w': 48, 'h': 48}","Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe. Some have mistaken her compassion for weakness and paid the ultimate price—for beneath Taliyah's youthful demeanor is a will strong enough to move mountains, and a spirit fierce enough to make the earth itself tremble.","['Try to throw enemies into Unraveled Earth using Seismic Shove.', ""Remember, you don't always have to ride Weaver's Wall."", ""Once you have Rylai's Crystal Scepter, casting Threaded Volley at enemies chasing you is a great way of making them regret everything.""]","['When Taliyah casts Unraveled Earth in the lane, be on the lookout for Seismic Shove. If she throws you into her minefield, the throws and stones will break your bones.', ""Taliyah's Threaded Volley is locked into a direction. If she's throwing rocks at you, dodge to the side!""]"
Vayne,Vayne,"['Marksman', 'Assassin']",67,"{'full': 'Vayne.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 432, 'y': 0, 'w': 48, 'h': 48}","Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when slaying practitioners or creations of the dark arts, striking from the shadows with a flurry of silver bolts.","['Tumble has many uses, but it cannot pass over walls.', 'Condemn can be used to both pin targets to walls to ensure a kill, or to escape a pursuer.', ""Don't go in first to a large teamfight. Wait for your teammates to initiate.""]","['Vayne is fragile - turn the pressure up on her and she will be forced to play cautiously.', 'Deny Vayne the opportunity to pin you against walls.']"
Yorick,Yorick,"['Fighter', 'Tank']",83,"{'full': 'Yorick.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 96, 'y': 96, 'w': 48, 'h': 48}","The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous actions belie his noble purpose: to free his home from the curse of the Ruination.","['You do not need to cast Awakening to regain the ability to cast Last Rites.', 'The Maiden will attempt to assist you in a fight, so choose your targets well.', 'You can send the Maiden down a lane alone, be careful though, as she represents a large portion of your combat power.']","['You can cast Smite on Mist Walkers and the Maiden of the Mist to damage or kill them.', ""Try to thin out Yorick's minions before you engage him, Mist Walkers will die from a basic attack or a single target spell."", 'You can attack Dark Procession to break the wall down.']"
Bard,Bard,"['Support', 'Mage']",432,"{'full': 'Bard.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 48, 'y': 48, 'w': 48, 'h': 48}","A traveler from beyond the stars, Bard is an agent of serendipity who fights to maintain a balance where life can endure the indifference of chaos. Many Runeterrans sing songs that ponder his extraordinary nature, yet they all agree that the cosmic vagabond is drawn to artifacts of great magical power. Surrounded by a jubilant choir of helpful spirit meeps, it is impossible to mistake his actions as malevolent, as Bard always serves the greater good... in his own odd way.","[""It's important to collect chimes to improve your meep's attacks, but don't neglect your lane partner! Try to make a big entrance by bringing an ally into the lane with you with Magical Journey."", ""Let your Caretaker's Shrines charge up - they heal for a lot more when at full power."", ""Don't forget that enemies can also use your Magical Journey doorways, and that your ultimate can also hit your allies!""]","[""Bard's opponents can also travel through his Magical Journey doorways. You can follow him, if you think it's safe."", ""You can crush Bard's healing shrines just by walking over them. Don't let his allies take them without a fight."", ""Bard's ultimate, Tempered Fate, affects allies, enemies, monsters, and turrets alike. Sometimes it can be to your advantage to jump into it!""]"
Braum,Braum,"['Support', 'Tank']",201,"{'full': 'Braum.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 192, 'y': 48, 'w': 48, 'h': 48}","Blessed with massive biceps and an even bigger heart, Braum is a beloved hero of the Freljord. Every mead hall north of Frostheld toasts his legendary strength, said to have felled a forest of oaks in a single night, and punched an entire mountain into rubble. Bearing an enchanted vault door as his shield, Braum roams the frozen north sporting a mustachioed smile as big as his muscles—a true friend to all those in need.","['Work with your allies to stack Concussive Blows, encourage them to basic attack marked targets.', 'Leap in front of squishy friends and shield them from projectiles with Unbreakable.', 'Glacial Fissure leaves a powerful slow zone, position it well to split teamfights and slow the enemy approach.']","[""Braum must land Winter's Bite or a basic attack to start Concussive Blows. If you get marked, exit combat range before getting hit 3 more times to avoid the stun."", ""Braum's ultimate has a long cast time, use that extra time to dodge. Walking over the frozen ground left behind will slow you, position so that you don't need to cross it."", 'Unbreakable gives Braum extremely strong directional defense, either wait until it is down or outposition the ability.']"
Nunu,Nunu,"['Tank', 'Fighter']",20,"{'full': 'Nunu.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 144, 'y': 96, 'w': 48, 'h': 48}","Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu and Willump now ramble wildly across the Freljord, breathing life into imagined adventures. They hope that somewhere out there, they will find Nunu's mother. If they can save her, maybe they will be heroes after all…","['Consume allows Nunu to stay in a lane against ranged opponents.', 'You can choose to interrupt Absolute Zero early for partial damage if an opponent is about to run out of range.', ""It's often beneficial to delay the casting of Absolute Zero until the initial round of disables are used. Try to hang back before rushing into a team fight.""]","['Interrupting the charge up on Absolute Zero will lower the amount of damage your team takes.', 'Using Summoner Flash is a surefire way to escape Absolute Zero.', ""Biggest Snowball Ever moves very fast but cannot turn as quickly, so don't try to escape it by running away in a straight line.  Instead, make sudden, sharp turns.""]"
Gangplank,Gangplank,['Fighter'],41,"{'full': 'Gangplank.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 96, 'y': 0, 'w': 48, 'h': 48}","As unpredictable as he is brutal, the dethroned reaver king Gangplank is feared far and wide. Once, he ruled the port city of Bilgewater, and while his reign is over, there are those who believe this has only made him more dangerous. Gangplank would see Bilgewater bathed in blood once more before letting someone else take it—and now with pistol, cutlass, and barrels of gunpowder, he is determined to reclaim what he has lost.","['Parrrley applies On Hit effects like Frozen Mallet or Black Cleaver.', 'Paying attention to low-health enemies on the map can land you a surprise kill with Cannon Barrage.', 'Try placing Cannon Barrage on the path of escape to cut off fleeing enemies.']","['Parrrley deals a high amount of physical damage. Items that grant Armor can help if an enemy Gangplank is doing well.', 'Once Gangplank reaches level 6, watch out for his global-range ultimate, Cannon Barrage!']"
Tristana,Tristana,"['Marksman', 'Assassin']",18,"{'full': 'Tristana.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 48, 'y': 0, 'w': 48, 'h': 48}","While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her kind could become worthy of legend too. Setting foot in the world for the first time, she took up her trusty cannon Boomer, and now leaps into battle with steadfast courage and optimism.","['Her massive gun allows Tristana to fire on targets at a great distance. Utilize this to prevent your enemies from ever laying a hand on you.', 'Use Rocket Jump after you have stacked up your Explosive Charge on an enemy to finish them off with a burst of damage.', 'Use Rapid Fire to help stack up your Explosive Charge on enemy champions.']","['If you see Tristana activate Rapid Fire in a fight, stun her and try to back off until the spell dissipates.', 'Stand away from your creeps in a lane to take less collateral damage from Explosive Charge.']"
Corki,Corki,['Marksman'],42,"{'full': 'Corki.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 432, 'y': 48, 'w': 48, 'h': 48}","The yordle pilot Corki loves two things above all others: flying, and his glamorous mustache... though not necessarily in that order. After leaving Bandle City, he settled in Piltover and fell in love with the wondrous machines he found there. He dedicated himself to the development of flying contraptions, leading an aerial defense force of seasoned veterans known as the Screaming Yipsnakes. Calm under fire, Corki patrols the skies around his adopted home, and has never encountered a problem that a good missile barrage couldn't solve.","['Phosphorus Bomb can be used to reveal enemy units that might be hiding in a nearby patch of brush.', 'Valkyrie can be used defensively as well, so try using it for a quick escape.', 'Corki can continue to attack while using Gatling Gun. Maximizing Gatling Gun is key to mastering Corki.']","[""Watch out for Corki's Missile Barrage. They deal splash damage, so you can get hit even when hiding behind minions."", 'Corki is vulnerable after he uses his Valkyrie or Special Delivery, so try switching focus to him if he uses them to enter a fight.']"
Malzahar,Malzahar,"['Mage', 'Assassin']",90,"{'full': 'Malzahar.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 0, 'y': 48, 'w': 48, 'h': 48}","A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient Icathia. Amidst the ruins of that land, he gazed into the dark heart of the Void itself, and was gifted new power and purpose. Malzahar now sees himself as a shepherd, empowered to bring others into the fold… or to release the voidling creatures that dwell beneath.","['Wait to cast Void Swarm until there are nearby enemies for the Voidling to attack or kill.', 'Use Call of the Void and Nether Grasp to renew the duration of Malefic Visions on enemies.', ""Avoiding damage in lane maximizes the uptime on Void Shift, increasing Malzahar's safety dramatically.""]","['When Malzahar hits a spell on enemies affected by Malefic Visions, the Visions are refreshed.', 'Avoid minion waves that have been affected by Malefic Visions. You never know when they may die and pass the Visions onto you.', 'Malzahar is especially dangerous when he has built up his Void Swarm.']"
Gragas,Gragas,"['Fighter', 'Mage']",79,"{'full': 'Gragas.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 240, 'y': 0, 'w': 48, 'h': 48}","Equal parts jolly and imposing, Gragas is a massive, rowdy brewmaster on his own quest for the perfect pint of ale. Hailing from parts unknown, he now searches for rare ingredients among the unblemished wastes of the Freljord, trying each recipe as he goes. Often intoxicated and extremely impulsive, he is legendary for the brawls he starts, which often end in all-night parties and widespread property damage. Any appearance from Gragas must surely foreshadow drinking and destruction—in that order.","['The damage reduction from Drunken Rage is applied when you start drinking, try to use it when you see damage coming your way.', 'Try to knock enemies back into your towers with Explosive Cask.', 'Try to combo Body Slam with Explosive Cask to set up kills for your team.']","[""Gragas can knock everybody away with his ultimate. Be careful that you don't get knocked into him or, worse, an enemy tower."", ""Body Slam is on a very low cooldown, making it difficult to pursue Gragas. Don't overextend yourself chasing him.""]"
Teemo,Teemo,"['Marksman', 'Assassin']",17,"{'full': 'Teemo.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}","Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes with such eagerness that he is unaware of the broader consequences of his actions. Though some say the existence of the Scouts is questionable, one thing is for certain: Teemo's conviction is nothing to be trifled with.","[""Teemo's mushrooms can be used to farm creep waves very effectively."", 'Place your mushrooms at key locations on the map, such as by the Dragon or Baron Nashor, to reveal when your enemies might be attempting to kill them.']","[""Teemo's Toxic Shot punishes players who get hit and back out, so stay at a safe range until you're ready to commit."", ""It can be valuable to use Oracle's Lens(Trinket) to destroy mushrooms around key locations.""]"
Lissandra,Lissandra,['Mage'],127,"{'full': 'Lissandra.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 240, 'y': 0, 'w': 48, 'h': 48}","Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The Ice Witch.'' The truth is much more sinister: Lissandra is a corruptor of nature who plots to unleash an ice age on the world.","['You can instantly use your ultimate on yourself by pressing the self cast key and the ultimate key at once (alt+R by default).', 'Casting Glacial Path and then running in the opposite direction will leave your enemies uncertain which way you will actually go.', ""Lissandra's abilities are shorter range than those of many mages. As a result, buying items that offer both ability power and defense, like Zhonya's Hourglass and Banshee's Veil, can be a great choice to help her both survive and deal damage.""]","['The best way to stop Lissandra from moving using her Glacial Path is to immobilize her before she reactivates it.', ""Lissandra's Ring of Frost has a long cooldown at early ranks; engage her while it's on cooldown."", ""Lissandra's Ice Shard only slows the first unit it hits. Approach Lissandra from behind your team's minions to avoid being slowed.""]"
Fizz,Fizz,"['Assassin', 'Fighter']",105,"{'full': 'Fizz.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}","Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales of those who have underestimated this slippery character. Often mistaken for some manner of capricious ocean spirit, he seems able to command the beasts of the deep, and delights in confounding his allies and enemies alike.","[""Since Fizz can move through units, find opportunities in lane to walk through minions and apply Seastone Trident's passive - following it up with the ability's active attack after a few seconds."", ""Fizz's ultimate ability, Chum the Waters, can be aimed at an enemy or towards the area where you think they'll be going."", ""Fizz's spells scale off Ability Power - consider getting items like Zhonya's Hourglass or Banshee's Veil against teams that have high burst threat - and items like Lich Bane or Rabadon's Deathcap if you think you can survive without the Health.""]","[""Fizz's attacks becomes more deadly for a few seconds after he uses his empowered attack - keep him away while his trident is glowing!"", 'Fizz is a slippery target when his abilities are not on cooldown - bait him into using them early and follow up with crowd control or hard-hitting attacks!']"
Morgana,Morgana,"['Mage', 'Support']",25,"{'full': 'Morgana.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 288, 'y': 48, 'w': 48, 'h': 48}","Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from the shadows of Demacia—even as others seek to repress it—by casting shields and chains of dark fire. More than anything else, Morgana truly believes that even the banished and outcast may one day rise again.","['Shrewd use of Black Shield can determine the outcome of team fights.', 'Items that provide survivability allow Morgana to become extremely difficult to kill in conjunction with Black Shield and Soul Shackles.', ""Tormented Shadow is an excellent farming tool if you're by yourself in a lane.""]","[""Tormented Shadow deals tons of damage to units missing large amounts of Health. When low on Health, be wary of Morgana's attempts to trap you within its reach."", 'Morgana often needs to land Dark Binding to setup her other attacks. Use your minions as shields against Dark Binding.', 'Black Shield makes Morgana immune to disabling effects, but can be broken with magic damage.']"
Evelynn,Evelynn,"['Assassin', 'Mage']",28,"{'full': 'Evelynn.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 288, 'y': 96, 'w': 48, 'h': 48}","Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim to unspeakable torment, gratifying herself with their pain. To the demon, these liaisons are innocent flings. To the rest of Runeterra, they are ghoulish tales of lust gone awry and horrific reminders of the cost of wanton desire.","[""Allure's arm time might seem long, but the Charm and magic resist shred put Evelynn at an exteme advantage so are worth the wait."", 'While stealthed, pay attention to when you are (near) being detected by enemy champions. This is identified by the glowing yellow and red eyes over nearby enemy champions.', ""If at low health, you can take advantage of Demon Shade's healing and Camouflage to return to the fight and surprise opponents.""]","[""Purchasing Vision Wards can help you detect Evelynn's location in order to prepare for her ambushes."", ""A large share of Evelynn's threat is in her charm, 'Allure.' Protect allies marked with 'Allure' or, if you are marked, make sure allies are between you and where Evelynn may attack from."", 'If you suspect Evelynn is about to ambush one of your teammates, let them know by pinging the minimap and typing in chat.']"
Aphelios,Aphelios,['Marksman'],523,"{'full': 'Aphelios.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 336, 'y': 0, 'w': 48, 'h': 48}","Emerging from moonlight's shadow with weapons drawn, Aphelios kills the enemies of his faith in brooding silence—speaking only through the certainty of his aim, and the firing of each gun. Though fueled by a poison that renders him mute, he is guided by his sister Alune. From her distant temple sanctuary, she pushes an arsenal of moonstone weapons into his hands. For as long as the moon shines overhead, Aphelios will never be alone.","[""Each of Aphelios' weapons have different strengths, so try to find the right situation for your current weapons. ""]","[""Each of Aphelios' weapons have different weaknesses, try to exploit the ones that work best for your champion. Watch out for the purple Gravity gun, it can root you.""]"
